index,id_news,title,label
298,22395608,Superclásico a la vista en las semifinales del torneo femenino,POS
299,21912754,Duras críticas al Semana realizó la Unión Comunal de Adultos Mayores de Puerto Montt,NEU
300,21469899,Graban accidente con volcamiento en peligrosa curva en el camino al Cajón del Maipo,NEU
301,21444092,Escenario insostenible: Fedetur pide al gobierno no retrasar más reactivación del turismo receptivo y aplazar la Ley de Protección al Empleo,NEU
302,21385586,Últimos días para postular al programa “Mujeres con Energía” de Saesa.,NEU
303,22389939,Encuesta ubica a Kast por primera vez sobre Sichel,NEU
304,21443698,En Puerto Montt: Proyecto de Innovación Social mejorará funcionamiento del Botiquín del Hogar de Cristo,POS
305,21389878,Hoy partió nuevo plan Paso a Paso y se puso fin al Estado de Excepción,NEU
306,22390125,La provincia no registra casos de covid durante el martes y la región presenta 11,NEU
307,21382610,Ministra Hutt entrega avance de solución para conectividad en Canal Dalcalhue,NEU
308,22332169,Piñera dice que nunca le informaron la venta de Dominga y niega gestiones,NEU
309,21938830,Diputados interpelarán al ministro Rodrigo Delgado por crisis migratoria en el norte,NEU
310,21385713,Chiloé requiere avanzar rápidamente en concretar una gran planta de reciclaje,POS
311,22515388,A la fecha SERNAC suma cerca de 40 reclamos por CyberMonday,NEG
312,22395826,Fuerte aumento de casos nuevos marca el fin del toque de queda,NEU
313,21912796,Gobierno Regional y Fundación Huella Local firman convenio de cooperación enfocado en zonas de rezago,NEU
314,22332721,Sichel admite que retiró fondos desde su AFP,NEU
315,21444114,¿Qué debemos saber de los medicamentos para la alergia?,NEU
316,22515135,Centro de Salud Familiar CESFAM Puerto Varas invita a prevenir el Cáncer Cervicouterino con extensión horaria para exámenes PAP,NEU
317,22395989,"Reemplazarán reglamento de participación indígena: UDI acusa que ""fue cocina""",NEU
318,22332939,Vallespín y Geisse: cómo han sido los más de dos meses en el poder,NEU
319,22332160,Covid: reportan apenas tres pacientes internados,NEU
320,21473190,La salud: Un derecho fundamental y armónico,NEU
321,22395990,Reino Unido tendrá otra semana de escasez de combustible y también faltan carniceros,NEG
322,22395816,Agrupación busca disminuir suicidios con mensajes en distintos puentes de la ciudad,POS
323,21384822,Municipalidad invertirá más de $1.500 millones de pesos en útiles escolares,NEU
324,21938903,"Haremos respetar estado de derecho, asevera abogado asesor de Multigremial.",NEU
325,21938873,"Sichel, Kast y Provoste expusieron en ENAGRO 2021: Boric se ausentó por problemas de horario",NEU
326,22332762,Sufre Lasarte: esguince de tobillo descarta a Vargas para triple fecha,NEU
327,22328766,Comencemos juntos a ejercitarnos de forma lúdica y progresiva para mejorar nuestra calidad de vida,NEU
